method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,b'/assets/ofsz7dp5x29rjpe2.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/m4al4aij9ktkendp.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/fo6tre04l36swdv8.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/l7sj814x8dzy5s97.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/nal3ea45s0bmcyrr.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/ea909066k64xc3ge.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/i9s8em8lpa5bqowy.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/buxul2ero00sqb2s.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/fhyof2zh0mg7d65e.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/hvccpwvgq463elbr.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/mb33authk28iv753.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/itag1pf0ggbvk6fi.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/db0po6cencyb9sq6.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/bnvligyulsf984nw.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/fsod8iy2h6vbiduj.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/jc24b74kk79leixd.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/drn0me6j3gtlkegz.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/c8g0fza98jt1ukz8.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/jbv4s9exq0g52oly.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/ok0u5qvj4oat7txg.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/iv63c84zdnshpn9k.js',b'',0,0,0,0,10,0,Good
GET,b'/assets/lc2pmkiht993qt7o.js',b'',0,0,0,0,10,0,Good
GET,b'/cdn-cgi/challenge-platform/scripts/jsd/main.js',b'',0,0,0,0,15,0,Good
GET,b'/cdn-cgi/challenge-platform/h/b/scripts/jsd/388c99dd0998/main.js?',b'',0,0,0,0,15,0,Good
